login	uid	docid	jud	cjud
assessor157	157	817	1	1
assessor90	90	817	1	1
assessor293	293	817	0	1
assessor39	39	818	1	0
assessor273	273	818	0	0
assessor590	590	818	0	0
assessor591	591	818	0	0
assessor326	326	818	1	0
assessor186	186	819	1	0
assessor127	127	819	0	0
assessor370	370	819	0	0
assessor79	79	819	0	0
assessor204	204	819	0	0
assessor27	27	820	0	0
assessor244	244	820	0	0
assessor396	396	820	0	0
assessor241	241	820	0	0
assessor382	382	820	0	0
assessor563	563	821	1	0
assessor138	138	821	0	0
assessor38	38	821	0	0
assessor44	44	821	1	0
assessor437	437	821	0	0
assessor262	262	822	0	0
assessor400	400	822	0	0
assessor63	63	822	1	0
assessor321	321	822	0	0
assessor186	186	822	0	0
assessor139	139	823	1	1
assessor341	341	823	0	1
assessor22	22	823	0	1
assessor105	105	823	1	1
assessor277	277	823	1	1
assessor125	125	824	0	0
assessor134	134	824	0	0
assessor146	146	824	0	0
assessor350	350	824	1	0
assessor97	97	824	0	0
assessor392	392	825	1	1
assessor514	514	825	1	1
assessor511	511	825	1	1
assessor598	598	825	1	1
assessor533	533	825	1	1
assessor589	589	826	0	0
assessor465	465	826	1	0
assessor256	256	826	0	0
assessor110	110	826	0	0
assessor95	95	826	0	0
assessor459	459	827	0	0
assessor118	118	827	1	0
assessor475	475	827	0	0
assessor58	58	827	0	0
assessor538	538	827	0	0
assessor303	303	828	0	0
assessor505	505	828	0	0
assessor155	155	828	0	0
assessor320	320	828	0	0
assessor379	379	828	0	0
assessor331	331	829	0	0
assessor203	203	829	0	0
assessor343	343	829	1	0
assessor480	480	829	1	0
assessor316	316	829	0	0
assessor4	4	830	0	0
assessor271	271	830	0	0
assessor205	205	830	0	0
assessor467	467	830	0	0
assessor424	424	830	0	0
assessor6	6	831	0	0
assessor289	289	831	0	0
assessor28	28	831	0	0
assessor293	293	831	0	0
assessor152	152	831	0	0
assessor386	386	832	0	0
assessor366	366	832	0	0
assessor35	35	832	0	0
assessor246	246	832	0	0
assessor103	103	832	0	0
assessor161	161	833	0	1
assessor443	443	833	1	1
assessor165	165	833	1	1
assessor241	241	833	1	1
assessor304	304	833	1	1
assessor319	319	834	1	1
assessor146	146	834	1	1
assessor45	45	834	1	1
assessor491	491	834	1	1
assessor284	284	834	1	1
assessor220	220	835	1	1
assessor262	262	835	1	1
assessor421	421	835	1	1
assessor491	491	835	1	1
assessor126	126	835	0	1
assessor157	157	836	0	0
assessor346	346	836	0	0
assessor577	577	836	0	0
assessor504	504	836	0	0
assessor407	407	836	0	0
assessor184	184	837	0	0
assessor491	491	837	0	0
assessor322	322	837	0	0
assessor312	312	837	0	0
assessor452	452	837	0	0
assessor235	235	838	0	0
assessor82	82	838	0	0
assessor67	67	838	0	0
assessor157	157	838	0	0
assessor175	175	838	0	0
assessor151	151	839	1	0
assessor573	573	839	0	0
assessor533	533	839	1	0
assessor31	31	839	0	0
assessor473	473	839	1	0
assessor394	394	840	1	0
assessor489	489	840	0	0
assessor405	405	840	0	0
assessor547	547	840	1	0
assessor441	441	840	0	0
assessor162	162	841	0	0
assessor102	102	841	0	0
assessor292	292	841	0	0
assessor300	300	841	1	0
assessor434	434	841	0	0
assessor229	229	842	1	1
assessor538	538	842	1	1
assessor67	67	842	1	1
assessor203	203	842	1	1
assessor182	182	842	0	1
assessor273	273	843	0	0
assessor313	313	843	0	0
assessor427	427	843	1	0
assessor299	299	843	1	0
assessor220	220	843	0	0
assessor203	203	844	0	0
assessor34	34	844	0	0
assessor580	580	844	0	0
assessor377	377	844	1	0
assessor378	378	844	0	0
assessor188	188	845	0	0
assessor592	592	845	1	0
assessor185	185	845	0	0
assessor409	409	845	0	0
assessor157	157	845	0	0
assessor310	310	846	0	0
assessor175	175	846	1	0
assessor395	395	846	0	0
assessor422	422	846	1	0
assessor497	497	846	0	0
assessor523	523	847	0	1
assessor183	183	847	1	1
assessor21	21	847	0	1
assessor354	354	847	1	1
assessor504	504	847	1	1
assessor219	219	848	0	0
assessor508	508	848	0	0
assessor32	32	848	0	0
assessor256	256	848	0	0
assessor23	23	848	0	0
assessor325	325	849	0	0
assessor342	342	849	0	0
assessor113	113	849	1	0
assessor259	259	849	0	0
assessor184	184	849	0	0
assessor329	329	850	0	0
assessor573	573	850	1	0
assessor556	556	850	0	0
assessor357	357	850	1	0
assessor343	343	850	1	0
assessor531	531	851	1	1
assessor59	59	851	1	1
assessor170	170	851	1	1
assessor263	263	851	0	1
assessor50	50	851	1	1
assessor198	198	852	1	0
assessor533	533	852	1	0
assessor589	589	852	0	0
assessor183	183	852	0	0
assessor25	25	852	0	0
assessor275	275	853	1	1
assessor468	468	853	1	1
assessor387	387	853	1	1
assessor48	48	853	1	1
assessor536	536	853	1	1
assessor97	97	854	0	0
assessor96	96	854	0	0
assessor447	447	854	1	0
assessor9	9	854	0	0
assessor278	278	854	0	0
assessor553	553	855	0	0
assessor18	18	855	1	0
assessor299	299	855	0	0
assessor347	347	855	1	0
assessor384	384	855	0	0
assessor285	285	856	0	0
assessor596	596	856	0	0
assessor49	49	856	0	0
assessor170	170	856	0	0
assessor379	379	856	0	0
assessor401	401	857	1	0
assessor228	228	857	0	0
assessor13	13	857	1	0
assessor43	43	857	0	0
assessor532	532	857	1	0
assessor552	552	858	0	0
assessor237	237	858	0	0
assessor532	532	858	1	0
assessor42	42	858	0	0
assessor581	581	858	0	0
assessor572	572	859	0	0
assessor72	72	859	0	0
assessor548	548	859	0	0
assessor26	26	859	0	0
assessor132	132	859	0	0
assessor458	458	860	0	0
assessor147	147	860	0	0
assessor183	183	860	1	0
assessor469	469	860	1	0
assessor137	137	860	0	0
assessor395	395	861	0	0
assessor436	436	861	0	0
assessor193	193	861	0	0
assessor434	434	861	0	0
assessor315	315	861	0	0
assessor293	293	862	0	0
assessor321	321	862	0	0
assessor238	238	862	1	0
assessor559	559	862	0	0
assessor422	422	862	0	0
assessor289	289	863	1	0
assessor528	528	863	0	0
assessor562	562	863	1	0
assessor248	248	863	0	0
assessor117	117	863	0	0
assessor271	271	864	1	0
assessor215	215	864	0	0
assessor599	599	864	0	0
assessor405	405	864	0	0
assessor24	24	864	0	0
assessor197	197	865	0	0
assessor214	214	865	0	0
assessor404	404	865	1	0
assessor590	590	865	0	0
assessor429	429	865	0	0
assessor317	317	866	1	0
assessor232	232	866	0	0
assessor149	149	866	0	0
assessor92	92	866	0	0
assessor257	257	866	0	0
assessor260	260	867	0	0
assessor568	568	867	1	0
assessor594	594	867	0	0
assessor241	241	867	0	0
assessor227	227	867	0	0
assessor327	327	868	1	1
assessor304	304	868	1	1
assessor556	556	868	1	1
assessor513	513	868	0	1
assessor74	74	868	1	1
assessor123	123	869	1	0
assessor237	237	869	0	0
assessor96	96	869	0	0
assessor310	310	869	0	0
assessor15	15	869	1	0
assessor426	426	870	0	0
assessor467	467	870	0	0
assessor109	109	870	0	0
assessor262	262	870	0	0
assessor525	525	870	0	0
assessor182	182	871	0	0
assessor436	436	871	1	0
assessor544	544	871	0	0
assessor573	573	871	0	0
assessor191	191	871	0	0
assessor168	168	872	1	0
assessor434	434	872	0	0
assessor77	77	872	0	0
assessor183	183	872	0	0
assessor116	116	872	0	0
assessor582	582	873	0	0
assessor549	549	873	0	0
assessor363	363	873	0	0
assessor570	570	873	0	0
assessor369	369	873	0	0
assessor550	550	874	0	0
assessor55	55	874	0	0
assessor342	342	874	0	0
assessor372	372	874	0	0
assessor427	427	874	0	0
assessor76	76	875	1	0
assessor235	235	875	0	0
assessor62	62	875	0	0
assessor441	441	875	0	0
assessor446	446	875	1	0
assessor554	554	876	0	0
assessor299	299	876	1	0
assessor349	349	876	0	0
assessor169	169	876	0	0
assessor499	499	876	0	0
assessor210	210	877	0	0
assessor368	368	877	0	0
assessor330	330	877	0	0
assessor498	498	877	1	0
assessor255	255	877	0	0
assessor190	190	878	0	0
assessor161	161	878	0	0
assessor95	95	878	0	0
assessor442	442	878	1	0
assessor263	263	878	0	0
assessor373	373	879	0	0
assessor295	295	879	0	0
assessor264	264	879	0	0
assessor154	154	879	1	0
assessor131	131	879	1	0
assessor589	589	880	0	0
assessor217	217	880	0	0
assessor425	425	880	0	0
assessor138	138	880	0	0
assessor406	406	880	0	0
assessor116	116	881	0	0
assessor185	185	881	0	0
assessor292	292	881	0	0
assessor8	8	881	1	0
assessor536	536	881	0	0
assessor463	463	882	0	0
assessor496	496	882	0	0
assessor462	462	882	0	0
assessor387	387	882	0	0
assessor18	18	882	0	0
assessor356	356	883	0	1
assessor43	43	883	1	1
assessor226	226	883	1	1
assessor573	573	883	1	1
assessor187	187	883	1	1
assessor393	393	884	0	0
assessor136	136	884	0	0
assessor554	554	884	0	0
assessor189	189	884	0	0
assessor558	558	884	0	0
assessor4	4	885	0	0
assessor90	90	885	1	0
assessor227	227	885	0	0
assessor353	353	885	0	0
assessor578	578	885	0	0
assessor273	273	886	0	0
assessor563	563	886	1	0
assessor593	593	886	0	0
assessor371	371	886	1	0
assessor150	150	886	0	0
assessor541	541	887	0	0
assessor416	416	887	0	0
assessor131	131	887	0	0
assessor141	141	887	0	0
assessor281	281	887	0	0
assessor132	132	888	0	0
assessor540	540	888	0	0
assessor361	361	888	0	0
assessor295	295	888	0	0
assessor211	211	888	0	0
assessor153	153	889	0	0
assessor179	179	889	0	0
assessor372	372	889	0	0
assessor432	432	889	1	0
assessor28	28	889	0	0
assessor262	262	890	0	0
assessor388	388	890	1	0
assessor67	67	890	0	0
assessor180	180	890	0	0
assessor438	438	890	0	0
assessor226	226	891	0	0
assessor320	320	891	0	0
assessor513	513	891	0	0
assessor277	277	891	0	0
assessor0	0	891	0	0
assessor87	87	892	1	0
assessor409	409	892	1	0
assessor102	102	892	0	0
assessor321	321	892	0	0
assessor379	379	892	0	0
assessor519	519	893	1	0
assessor466	466	893	0	0
assessor429	429	893	0	0
assessor558	558	893	0	0
assessor569	569	893	0	0
assessor433	433	894	0	0
assessor417	417	894	0	0
assessor221	221	894	0	0
assessor183	183	894	0	0
assessor100	100	894	0	0
assessor174	174	895	0	0
assessor216	216	895	0	0
assessor584	584	895	0	0
assessor81	81	895	0	0
assessor24	24	895	0	0
assessor52	52	896	0	0
assessor359	359	896	0	0
assessor60	60	896	0	0
assessor58	58	896	1	0
assessor65	65	896	0	0
assessor583	583	897	0	0
assessor327	327	897	0	0
assessor319	319	897	0	0
assessor237	237	897	0	0
assessor408	408	897	0	0
assessor244	244	898	0	0
assessor470	470	898	0	0
assessor500	500	898	0	0
assessor32	32	898	0	0
assessor411	411	898	0	0
assessor96	96	899	0	0
assessor113	113	899	1	0
assessor327	327	899	0	0
assessor14	14	899	0	0
assessor334	334	899	0	0
assessor279	279	900	0	0
assessor463	463	900	0	0
assessor484	484	900	0	0
assessor578	578	900	0	0
assessor121	121	900	0	0
assessor346	346	901	0	0
assessor586	586	901	0	0
assessor6	6	901	0	0
assessor181	181	901	1	0
assessor60	60	901	0	0
assessor447	447	902	0	0
assessor578	578	902	0	0
assessor432	432	902	1	0
assessor252	252	902	1	0
assessor352	352	902	0	0
assessor19	19	903	0	0
assessor583	583	903	0	0
assessor440	440	903	0	0
assessor392	392	903	0	0
assessor256	256	903	0	0
assessor46	46	904	1	1
assessor451	451	904	0	1
assessor0	0	904	1	1
assessor23	23	904	1	1
assessor129	129	904	1	1
assessor112	112	905	1	0
assessor196	196	905	0	0
assessor342	342	905	0	0
assessor65	65	905	0	0
assessor513	513	905	0	0
assessor263	263	906	0	0
assessor195	195	906	0	0
assessor444	444	906	0	0
assessor494	494	906	0	0
assessor525	525	906	0	0
assessor536	536	907	1	0
assessor46	46	907	0	0
assessor196	196	907	0	0
assessor454	454	907	0	0
assessor253	253	907	0	0
assessor264	264	908	0	0
assessor488	488	908	1	0
assessor58	58	908	0	0
assessor371	371	908	1	0
assessor518	518	908	0	0
assessor258	258	909	0	0
assessor308	308	909	0	0
assessor432	432	909	0	0
assessor230	230	909	0	0
assessor338	338	909	0	0
assessor418	418	910	0	0
assessor6	6	910	0	0
assessor84	84	910	1	0
assessor132	132	910	0	0
assessor508	508	910	0	0
assessor554	554	911	0	0
assessor184	184	911	0	0
assessor204	204	911	0	0
assessor96	96	911	0	0
assessor455	455	911	0	0
assessor481	481	912	0	1
assessor574	574	912	1	1
assessor421	421	912	1	1
assessor84	84	912	1	1
assessor598	598	912	1	1
assessor527	527	913	0	0
assessor292	292	913	0	0
assessor529	529	913	0	0
assessor308	308	913	0	0
assessor106	106	913	0	0
assessor457	457	914	0	0
assessor48	48	914	0	0
assessor133	133	914	0	0
assessor12	12	914	0	0
assessor49	49	914	0	0
assessor523	523	915	0	0
assessor194	194	915	0	0
assessor110	110	915	0	0
assessor512	512	915	0	0
assessor299	299	915	0	0
assessor278	278	916	0	0
assessor537	537	916	0	0
assessor382	382	916	0	0
assessor397	397	916	0	0
assessor165	165	916	0	0
assessor15	15	917	0	0
assessor36	36	917	0	0
assessor337	337	917	0	0
assessor201	201	917	1	0
assessor223	223	917	1	0
assessor213	213	918	0	0
assessor416	416	918	0	0
assessor297	297	918	0	0
assessor438	438	918	0	0
assessor578	578	918	0	0
assessor161	161	919	0	0
assessor362	362	919	0	0
assessor36	36	919	1	0
assessor27	27	919	0	0
assessor71	71	919	0	0
assessor505	505	920	0	0
assessor356	356	920	0	0
assessor486	486	920	1	0
assessor503	503	920	1	0
assessor310	310	920	0	0
assessor484	484	921	0	0
assessor531	531	921	0	0
assessor375	375	921	0	0
assessor36	36	921	0	0
assessor63	63	921	1	0
assessor15	15	922	0	0
assessor326	326	922	0	0
assessor212	212	922	1	0
assessor599	599	922	0	0
assessor573	573	922	0	0
assessor91	91	923	1	1
assessor251	251	923	1	1
assessor259	259	923	1	1
assessor340	340	923	1	1
assessor374	374	923	1	1
assessor533	533	924	0	0
assessor346	346	924	0	0
assessor408	408	924	0	0
assessor186	186	924	0	0
assessor245	245	924	0	0
assessor533	533	925	0	0
assessor228	228	925	1	0
assessor80	80	925	0	0
assessor444	444	925	0	0
assessor261	261	925	0	0
assessor131	131	926	0	0
assessor271	271	926	0	0
assessor453	453	926	0	0
assessor488	488	926	0	0
assessor362	362	926	0	0
assessor149	149	927	0	0
assessor129	129	927	0	0
assessor41	41	927	0	0
assessor203	203	927	0	0
assessor49	49	927	0	0
assessor489	489	928	0	0
assessor210	210	928	0	0
assessor477	477	928	0	0
assessor449	449	928	0	0
assessor523	523	928	1	0
assessor529	529	929	0	0
assessor160	160	929	0	0
assessor397	397	929	0	0
assessor392	392	929	1	0
assessor51	51	929	0	0
assessor318	318	930	0	0
assessor509	509	930	0	0
assessor490	490	930	1	0
assessor71	71	930	0	0
assessor38	38	930	0	0
assessor564	564	931	0	0
assessor186	186	931	0	0
assessor26	26	931	0	0
assessor259	259	931	0	0
assessor353	353	931	0	0
assessor442	442	932	1	1
assessor204	204	932	1	1
assessor385	385	932	1	1
assessor351	351	932	1	1
assessor406	406	932	1	1
assessor308	308	933	0	0
assessor337	337	933	0	0
assessor12	12	933	1	0
assessor387	387	933	0	0
assessor207	207	933	0	0
assessor133	133	934	0	0
assessor305	305	934	0	0
assessor586	586	934	0	0
assessor180	180	934	1	0
assessor173	173	934	0	0
assessor266	266	935	0	0
assessor232	232	935	1	0
assessor382	382	935	0	0
assessor486	486	935	0	0
assessor245	245	935	1	0
assessor46	46	936	0	0
assessor185	185	936	0	0
assessor7	7	936	0	0
assessor574	574	936	0	0
assessor217	217	936	1	0
assessor50	50	937	0	0
assessor71	71	937	0	0
assessor478	478	937	0	0
assessor40	40	937	0	0
assessor481	481	937	0	0
assessor246	246	938	0	0
assessor493	493	938	1	0
assessor304	304	938	0	0
assessor21	21	938	1	0
assessor564	564	938	0	0
assessor129	129	939	1	0
assessor436	436	939	0	0
assessor89	89	939	0	0
assessor218	218	939	0	0
assessor573	573	939	0	0
assessor578	578	940	0	0
assessor163	163	940	0	0
assessor398	398	940	1	0
assessor515	515	940	0	0
assessor452	452	940	0	0
assessor209	209	941	0	0
assessor386	386	941	0	0
assessor9	9	941	0	0
assessor27	27	941	0	0
assessor461	461	941	1	0
assessor26	26	942	0	0
assessor296	296	942	0	0
assessor305	305	942	1	0
assessor226	226	942	1	0
assessor518	518	942	1	0
assessor340	340	943	0	0
assessor310	310	943	0	0
assessor479	479	943	0	0
assessor301	301	943	0	0
assessor39	39	943	0	0
assessor500	500	944	0	0
assessor368	368	944	0	0
assessor112	112	944	0	0
assessor49	49	944	0	0
assessor383	383	944	1	0
assessor477	477	945	0	0
assessor526	526	945	0	0
assessor472	472	945	0	0
assessor261	261	945	0	0
assessor51	51	945	0	0
assessor485	485	946	1	1
assessor502	502	946	1	1
assessor543	543	946	1	1
assessor463	463	946	1	1
assessor195	195	946	0	1
assessor419	419	947	0	0
assessor560	560	947	0	0
assessor38	38	947	1	0
assessor92	92	947	0	0
assessor403	403	947	0	0
assessor584	584	948	1	0
assessor368	368	948	0	0
assessor294	294	948	1	0
assessor329	329	948	0	0
assessor236	236	948	0	0
assessor456	456	949	1	0
assessor313	313	949	0	0
assessor406	406	949	0	0
assessor541	541	949	0	0
assessor126	126	949	0	0
assessor160	160	950	0	1
assessor86	86	950	0	1
assessor338	338	950	1	1
assessor418	418	950	0	1
assessor372	372	950	1	1
assessor16	16	951	0	0
assessor524	524	951	1	0
assessor9	9	951	0	0
assessor335	335	951	0	0
assessor192	192	951	0	0
assessor405	405	952	0	0
assessor50	50	952	0	0
assessor510	510	952	1	0
assessor67	67	952	0	0
assessor111	111	952	0	0
assessor289	289	953	0	0
assessor83	83	953	0	0
assessor205	205	953	0	0
assessor259	259	953	0	0
assessor141	141	953	0	0
assessor415	415	954	0	0
assessor168	168	954	0	0
assessor47	47	954	0	0
assessor73	73	954	0	0
assessor181	181	954	0	0
assessor187	187	955	0	0
assessor328	328	955	0	0
assessor356	356	955	0	0
assessor197	197	955	0	0
assessor442	442	955	1	0
assessor324	324	956	0	0
assessor398	398	956	0	0
assessor512	512	956	0	0
assessor112	112	956	0	0
assessor534	534	956	0	0
assessor174	174	957	0	0
assessor37	37	957	0	0
assessor199	199	957	0	0
assessor389	389	957	0	0
assessor479	479	957	0	0
assessor327	327	958	0	0
assessor301	301	958	0	0
assessor499	499	958	1	0
assessor133	133	958	0	0
assessor582	582	958	1	0
assessor581	581	959	0	0
assessor46	46	959	0	0
assessor196	196	959	1	0
assessor209	209	959	0	0
assessor64	64	959	0	0
assessor52	52	960	1	0
assessor5	5	960	0	0
assessor390	390	960	0	0
assessor457	457	960	1	0
assessor89	89	960	0	0
assessor430	430	961	1	0
assessor270	270	961	0	0
assessor581	581	961	0	0
assessor169	169	961	0	0
assessor410	410	961	1	0
assessor478	478	962	1	1
assessor490	490	962	1	1
assessor127	127	962	1	1
assessor304	304	962	1	1
assessor428	428	962	1	1
assessor411	411	963	0	0
assessor492	492	963	0	0
assessor193	193	963	0	0
assessor276	276	963	0	0
assessor407	407	963	0	0
assessor174	174	964	0	0
assessor271	271	964	0	0
assessor74	74	964	0	0
assessor521	521	964	0	0
assessor84	84	964	0	0
assessor485	485	965	0	0
assessor469	469	965	0	0
assessor7	7	965	1	0
assessor256	256	965	0	0
assessor395	395	965	1	0
assessor292	292	966	0	0
assessor491	491	966	0	0
assessor249	249	966	1	0
assessor382	382	966	1	0
assessor28	28	966	0	0
assessor376	376	967	0	0
assessor470	470	967	0	0
assessor411	411	967	0	0
assessor358	358	967	1	0
assessor429	429	967	0	0
assessor39	39	968	0	0
assessor171	171	968	0	0
assessor161	161	968	0	0
assessor457	457	968	0	0
assessor559	559	968	0	0
assessor562	562	969	0	0
assessor387	387	969	0	0
assessor375	375	969	0	0
assessor273	273	969	0	0
assessor85	85	969	0	0
assessor344	344	970	0	0
assessor484	484	970	0	0
assessor427	427	970	0	0
assessor301	301	970	0	0
assessor109	109	970	1	0
assessor157	157	971	0	0
assessor26	26	971	0	0
assessor582	582	971	0	0
assessor138	138	971	0	0
assessor573	573	971	0	0
assessor260	260	972	0	0
assessor502	502	972	0	0
assessor367	367	972	1	0
assessor357	357	972	0	0
assessor94	94	972	1	0
assessor299	299	973	0	0
assessor97	97	973	0	0
assessor287	287	973	0	0
assessor40	40	973	0	0
assessor297	297	973	0	0
assessor31	31	974	0	0
assessor499	499	974	0	0
assessor449	449	974	0	0
assessor554	554	974	0	0
assessor519	519	974	0	0
assessor532	532	975	0	0
assessor586	586	975	0	0
assessor167	167	975	0	0
assessor184	184	975	0	0
assessor379	379	975	0	0
assessor444	444	976	0	0
assessor9	9	976	1	0
assessor27	27	976	1	0
assessor250	250	976	0	0
assessor124	124	976	0	0
assessor288	288	977	0	0
assessor43	43	977	0	0
assessor537	537	977	1	0
assessor173	173	977	0	0
assessor322	322	977	0	0
assessor487	487	978	0	0
assessor339	339	978	0	0
assessor350	350	978	0	0
assessor587	587	978	0	0
assessor306	306	978	0	0
assessor2	2	979	0	0
assessor13	13	979	1	0
assessor362	362	979	1	0
assessor102	102	979	0	0
assessor110	110	979	0	0
assessor574	574	980	1	1
assessor278	278	980	1	1
assessor409	409	980	1	1
assessor196	196	980	1	1
assessor331	331	980	1	1
assessor107	107	981	0	0
assessor185	185	981	0	0
assessor387	387	981	0	0
assessor32	32	981	0	0
assessor209	209	981	0	0
assessor203	203	982	0	0
assessor118	118	982	1	0
assessor374	374	982	0	0
assessor437	437	982	1	0
assessor170	170	982	0	0
assessor130	130	983	0	0
assessor69	69	983	0	0
assessor33	33	983	0	0
assessor319	319	983	0	0
assessor112	112	983	0	0
assessor229	229	984	0	0
assessor119	119	984	1	0
assessor84	84	984	0	0
assessor305	305	984	0	0
assessor560	560	984	0	0
assessor323	323	985	0	0
assessor588	588	985	0	0
assessor296	296	985	0	0
assessor262	262	985	0	0
assessor357	357	985	0	0
assessor286	286	986	0	0
assessor398	398	986	0	0
assessor580	580	986	1	0
assessor484	484	986	0	0
assessor587	587	986	0	0
assessor294	294	987	1	0
assessor139	139	987	1	0
assessor313	313	987	1	0
assessor413	413	987	0	0
assessor572	572	987	0	0
assessor105	105	988	0	0
assessor566	566	988	1	0
assessor314	314	988	0	0
assessor54	54	988	0	0
assessor41	41	988	0	0
assessor146	146	989	0	0
assessor9	9	989	0	0
assessor89	89	989	0	0
assessor319	319	989	0	0
assessor546	546	989	0	0
assessor520	520	990	1	0
assessor317	317	990	1	0
assessor272	272	990	0	0
assessor349	349	990	0	0
assessor244	244	990	0	0
assessor331	331	991	0	0
assessor19	19	991	1	0
assessor455	455	991	0	0
assessor219	219	991	0	0
assessor509	509	991	0	0
assessor124	124	992	0	0
assessor59	59	992	0	0
assessor34	34	992	0	0
assessor357	357	992	1	0
assessor491	491	992	0	0
assessor547	547	993	0	0
assessor451	451	993	0	0
assessor47	47	993	0	0
assessor345	345	993	0	0
assessor391	391	993	1	0
assessor418	418	994	0	0
assessor170	170	994	0	0
assessor188	188	994	0	0
assessor344	344	994	0	0
assessor434	434	994	1	0
assessor201	201	995	1	0
assessor534	534	995	0	0
assessor197	197	995	0	0
assessor352	352	995	0	0
assessor262	262	995	0	0
assessor246	246	996	1	1
assessor279	279	996	1	1
assessor358	358	996	1	1
assessor387	387	996	0	1
assessor131	131	996	1	1
assessor363	363	997	0	0
assessor185	185	997	0	0
assessor248	248	997	0	0
assessor353	353	997	0	0
assessor411	411	997	0	0
assessor463	463	998	0	0
assessor366	366	998	0	0
assessor559	559	998	0	0
assessor224	224	998	0	0
assessor383	383	998	0	0
assessor115	115	999	0	0
assessor406	406	999	0	0
assessor403	403	999	0	0
assessor84	84	999	1	0
assessor319	319	999	0	0
assessor294	294	1000	1	0
assessor148	148	1000	0	0
assessor572	572	1000	0	0
assessor383	383	1000	0	0
assessor390	390	1000	1	0
assessor57	57	1001	1	0
assessor408	408	1001	0	0
assessor92	92	1001	0	0
assessor546	546	1001	0	0
assessor445	445	1001	1	0
assessor437	437	1002	0	0
assessor444	444	1002	0	0
assessor219	219	1002	0	0
assessor45	45	1002	0	0
assessor308	308	1002	1	0
assessor482	482	1003	0	0
assessor407	407	1003	0	0
assessor583	583	1003	0	0
assessor458	458	1003	1	0
assessor321	321	1003	1	0
assessor274	274	1004	0	0
assessor559	559	1004	0	0
assessor130	130	1004	0	0
assessor478	478	1004	0	0
assessor236	236	1004	0	0
assessor413	413	1005	0	0
assessor599	599	1005	0	0
assessor330	330	1005	1	0
assessor247	247	1005	1	0
assessor451	451	1005	1	0
assessor402	402	1006	0	0
assessor196	196	1006	0	0
assessor315	315	1006	0	0
assessor421	421	1006	0	0
assessor420	420	1006	0	0
assessor164	164	1007	0	0
assessor68	68	1007	0	0
assessor5	5	1007	0	0
assessor19	19	1007	1	0
assessor133	133	1007	0	0
assessor327	327	1008	0	0
assessor225	225	1008	0	0
assessor222	222	1008	1	0
assessor489	489	1008	0	0
assessor273	273	1008	0	0
assessor58	58	1009	0	0
assessor196	196	1009	0	0
assessor431	431	1009	0	0
assessor338	338	1009	0	0
assessor305	305	1009	0	0
assessor279	279	1010	0	0
assessor127	127	1010	0	0
assessor507	507	1010	0	0
assessor95	95	1010	0	0
assessor236	236	1010	0	0
assessor513	513	1011	0	0
assessor264	264	1011	1	0
assessor248	248	1011	0	0
assessor140	140	1011	1	0
assessor148	148	1011	1	0
assessor419	419	1012	0	0
assessor181	181	1012	0	0
assessor26	26	1012	0	0
assessor348	348	1012	0	0
assessor212	212	1012	0	0
assessor13	13	1013	1	0
assessor222	222	1013	0	0
assessor46	46	1013	0	0
assessor106	106	1013	0	0
assessor367	367	1013	0	0
assessor453	453	1014	1	0
assessor251	251	1014	0	0
assessor208	208	1014	0	0
assessor227	227	1014	0	0
assessor175	175	1014	0	0
assessor464	464	1015	0	0
assessor77	77	1015	0	0
assessor322	322	1015	0	0
assessor319	319	1015	0	0
assessor246	246	1015	0	0
assessor254	254	1016	0	0
assessor463	463	1016	0	0
assessor74	74	1016	0	0
assessor553	553	1016	0	0
assessor314	314	1016	0	0
assessor2	2	1017	0	0
assessor130	130	1017	0	0
assessor195	195	1017	0	0
assessor282	282	1017	0	0
assessor148	148	1017	0	0
assessor301	301	1018	0	0
assessor170	170	1018	0	0
assessor525	525	1018	0	0
assessor99	99	1018	0	0
assessor315	315	1018	0	0
assessor260	260	1019	1	0
assessor349	349	1019	0	0
assessor232	232	1019	0	0
assessor69	69	1019	1	0
assessor442	442	1019	0	0
assessor435	435	1020	0	0
assessor184	184	1020	0	0
assessor421	421	1020	0	0
assessor26	26	1020	1	0
assessor496	496	1020	0	0
assessor463	463	1021	0	0
assessor386	386	1021	0	0
assessor75	75	1021	0	0
assessor543	543	1021	0	0
assessor276	276	1021	0	0
assessor543	543	1022	0	0
assessor340	340	1022	0	0
assessor144	144	1022	0	0
assessor119	119	1022	1	0
assessor5	5	1022	0	0
assessor51	51	1023	0	0
assessor121	121	1023	0	0
assessor37	37	1023	0	0
assessor290	290	1023	0	0
assessor212	212	1023	0	0
assessor563	563	1024	0	0
assessor491	491	1024	0	0
assessor549	549	1024	0	0
assessor267	267	1024	0	0
assessor138	138	1024	0	0
assessor195	195	1025	0	0
assessor186	186	1025	0	0
assessor110	110	1025	0	0
assessor532	532	1025	1	0
assessor328	328	1025	0	0
assessor544	544	1026	0	0
assessor428	428	1026	0	0
assessor424	424	1026	0	0
assessor360	360	1026	1	0
assessor494	494	1026	0	0
assessor498	498	1027	1	1
assessor531	531	1027	1	1
assessor284	284	1027	1	1
assessor501	501	1027	1	1
assessor0	0	1027	1	1
assessor596	596	1028	0	1
assessor472	472	1028	1	1
assessor122	122	1028	1	1
assessor55	55	1028	1	1
assessor9	9	1028	1	1
assessor516	516	1029	0	0
assessor421	421	1029	0	0
assessor121	121	1029	0	0
assessor409	409	1029	0	0
assessor557	557	1029	0	0
assessor261	261	1030	0	0
